Seasons,H,WAR,ERA,K/9,H/9,ER,HBP,K-BB%,Contact%,FB%
3,226,2.0,4.13,8.38,8.13,115,14,0.124,0.758,0.289
4,110,2.0,2.91,10.25,6.16,52,1,0.17800000000000002,0.718,0.435
4,175,2.0,4.13,9.41,7.45,97,24,0.122,0.7390000000000001,0.17800000000000002
4,197,2.0,3.28,9.08,7.78,83,12,0.18100000000000002,0.7609999999999999,0.473
4,247,2.0,4.71,8.25,7.86,148,10,0.077,0.746,0.505
3,208,2.0,4.66,7.73,10.3,94,12,0.11900000000000001,0.777,0.387
7,196,2.0,3.41,8.11,7.26,92,23,0.13,0.754,0.218
3,112,2.0,3.02,10.59,5.93,57,5,0.153,0.7070000000000001,0.455
4,174,2.0,4.38,8.41,8.86,86,6,0.147,0.767,0.44
2,251,2.0,4.32,6.06,9.27,117,7,0.071,0.8290000000000001,0.387
4,146,2.0,3.71,9.73,8.46,64,2,0.162,0.763,0.418
6,257,2.0,3.23,7.96,8.93,93,13,0.111,0.8140000000000001,0.455
3,84,2.0,3.44,10.43,7.82,37,6,0.21100000000000002,0.7340000000000001,0.324
5,814,1.9,4.96,4.54,10.81,374,28,0.027000000000000003,0.858,0.33799999999999997
8,559,1.9,3.98,6.39,8.75,254,41,0.061,0.8290000000000001,0.22899999999999998
8,620,1.9,4.82,6.81,9.51,314,28,0.086,0.805,0.424
5,428,1.9,4.49,7.6,9.14,210,13,0.11,0.785,0.324
5,309,1.9,3.85,7.24,8.2,145,23,0.10099999999999999,0.804,0.207
5,252,1.9,3.86,9.45,7.97,122,13,0.138,0.743,0.332
6,533,1.9,5.59,7.65,10.57,282,26,0.1,0.812,0.316
5,183,1.9,3.04,10.48,6.7,83,8,0.166,0.768,0.447
7,286,1.9,4.42,7.82,8.91,142,1,0.159,0.785,0.452
8,241,1.9,3.46,8.96,7.52,111,12,0.131,0.7929999999999999,0.431
6,283,1.9,4.24,9.4,9.36,128,12,0.138,0.74,0.287
5,415,1.9,5.39,5.21,10.4,215,25,0.043,0.848,0.29
7,317,1.9,3.53,7.92,7.41,151,12,0.10400000000000001,0.77,0.35
5,162,1.9,4.97,10.67,7.45,108,16,0.16899999999999998,0.725,0.447
5,200,1.9,4.61,12.27,8.23,112,16,0.156,0.6629999999999999,0.251
2,183,1.9,4.13,6.07,9.34,81,2,0.09699999999999999,0.804,0.406
2,130,1.9,4.2,7.9,7.28,75,3,0.156,0.77,0.49700000000000005
2,48,1.9,1.52,8.88,5.61,13,2,0.136,0.7509999999999999,0.44299999999999995
5,157,1.9,4.82,9.85,7.97,95,17,0.12300000000000001,0.755,0.237
5,181,1.9,4.14,9.11,8.24,91,4,0.17,0.732,0.41
3,206,1.9,4.98,8.63,9.16,112,4,0.142,0.78,0.389
2,149,1.9,4.78,7.81,9.02,79,3,0.11699999999999999,0.815,0.36200000000000004
10,509,1.8,3.48,6.9,8.45,210,15,0.091,0.8009999999999999,0.431
4,416,1.8,5.83,5.6,10.69,227,17,0.037000000000000005,0.8190000000000001,0.402
7,341,1.8,3.1,7.25,8.8,120,8,0.08199999999999999,0.792,0.245
5,196,1.8,3.68,8.69,8.69,83,6,0.168,0.7290000000000001,0.287
3,401,1.8,4.71,5.67,9.35,202,13,0.054000000000000006,0.8390000000000001,0.425
6,407,1.8,5.36,7.91,9.87,221,11,0.121,0.77,0.379
7,385,1.8,4.8,8.03,9.37,197,12,0.136,0.747,0.39299999999999996
4,299,1.8,5.23,6.9,9.77,160,10,0.083,0.825,0.336
5,164,1.8,3.11,9.95,7.38,69,6,0.14400000000000002,0.726,0.41
2,126,1.8,2.97,6.43,7.78,48,4,0.087,0.8079999999999999,0.32299999999999995
5,167,1.8,3.27,9.66,7.68,71,7,0.16899999999999998,0.7829999999999999,0.419
3,237,1.8,4.52,6.21,9.74,110,7,0.059000000000000004,0.8029999999999999,0.28300000000000003
4,149,1.8,3.82,9.86,9.18,62,5,0.146,0.772,0.331
2,151,1.8,4.79,6.37,9.16,79,4,0.08199999999999999,0.836,0.363
1,90,1.8,3.66,11.41,7.84,42,19,0.209,0.726,0.341
5,147,1.8,4.21,11.21,8.96,69,6,0.215,0.6990000000000001,0.361
12,543,1.7,3.18,8.16,7.7,224,37,0.115,0.763,0.336
8,366,1.7,4.11,9.62,7.71,195,16,0.15,0.767,0.42
4,474,1.7,5.02,8.68,9.15,260,20,0.128,0.7609999999999999,0.331
6,269,1.7,3.86,10.64,7.32,142,8,0.221,0.7240000000000001,0.521
3,98,1.7,2.86,10.99,6.08,46,3,0.128,0.705,0.43700000000000006
4,263,1.7,4.52,6.86,9.44,126,6,0.114,0.8140000000000001,0.484
5,270,1.7,4.86,8.43,9.18,143,11,0.133,0.773,0.43
5,277,1.7,5.09,5.99,10.0,141,11,0.092,0.8170000000000001,0.292
7,201,1.7,3.0,6.88,8.14,74,5,0.092,0.7559999999999999,0.135
6,227,1.7,3.52,9.06,8.16,98,12,0.14800000000000002,0.769,0.392
3,139,1.7,3.53,8.17,8.61,57,8,0.147,0.748,0.326
6,185,1.7,4.27,10.04,8.15,97,2,0.16699999999999998,0.71,0.303
8,374,1.7,4.34,8.14,9.17,177,6,0.111,0.767,0.391
4,146,1.7,4.48,9.85,7.61,86,8,0.182,0.752,0.344
4,197,1.7,3.85,7.23,9.36,81,2,0.114,0.77,0.262
3,265,1.7,4.84,8.61,9.35,137,10,0.132,0.785,0.39799999999999996
3,89,1.7,3.17,7.92,7.05,40,8,0.14,0.754,0.373
2,92,1.7,3.69,11.35,8.09,42,6,0.19399999999999998,0.69,0.32899999999999996
2,85,1.7,3.5,9.14,7.26,41,3,0.11900000000000001,0.73,0.496
11,357,1.6,3.44,11.09,7.02,175,22,0.177,0.737,0.41600000000000004
6,294,1.6,3.72,7.69,8.23,133,12,0.122,0.7759999999999999,0.442
5,184,1.6,3.98,9.76,8.05,91,7,0.179,0.732,0.262
4,373,1.6,5.03,7.55,10.13,185,15,0.111,0.789,0.28
4,297,1.6,5.31,6.55,9.67,163,3,0.094,0.8220000000000001,0.40299999999999997
3,130,1.6,3.2,9.59,7.7,54,7,0.16699999999999998,0.669,0.315
5,181,1.6,3.6,9.23,8.15,80,12,0.114,0.75,0.376
6,209,1.6,4.19,8.38,9.73,90,4,0.12,0.7509999999999999,0.27699999999999997
4,274,1.6,4.24,6.39,9.36,124,19,0.083,0.828,0.324
4,321,1.6,4.36,6.93,9.72,144,11,0.126,0.8390000000000001,0.418
2,85,1.6,3.16,11.63,7.06,38,9,0.187,0.66,0.314
3,101,1.6,3.72,7.22,7.84,48,12,0.13699999999999998,0.8340000000000001,0.212
3,109,1.6,3.75,9.82,7.7,53,0,0.15,0.7240000000000001,0.39799999999999996
4,167,1.6,4.02,7.4,8.29,81,7,0.11199999999999999,0.797,0.249
2,111,1.6,4.05,6.16,9.76,46,7,0.102,0.862,0.284
1,104,1.6,4.44,11.75,7.45,62,10,0.218,0.7020000000000001,0.485
3,134,1.6,4.13,9.66,7.8,71,6,0.209,0.7559999999999999,0.46
1,45,1.6,2.54,10.89,6.71,17,2,0.183,0.723,0.379
2,117,1.6,3.85,8.78,9.78,46,4,0.159,0.738,0.256
11,405,1.5,3.72,9.49,7.24,208,11,0.147,0.7290000000000001,0.48200000000000004
6,435,1.5,4.45,6.31,9.99,194,11,0.08800000000000001,0.813,0.253
6,501,1.5,5.41,6.97,9.92,273,10,0.08,0.82,0.302
8,372,1.5,5.1,9.05,8.9,213,11,0.13,0.757,0.358
6,207,1.5,3.61,11.35,6.79,110,13,0.15,0.696,0.354
4,308,1.5,4.06,5.47,9.47,132,10,0.037000000000000005,0.8270000000000001,0.335
8,370,1.5,3.97,8.04,8.9,165,13,0.125,0.774,0.381
3,465,1.5,5.48,5.87,9.61,265,37,0.022000000000000002,0.847,0.33399999999999996
4,237,1.5,4.09,8.68,9.06,107,14,0.135,0.755,0.315
6,237,1.5,4.22,7.99,8.85,113,8,0.11699999999999999,0.7340000000000001,0.441
7,268,1.5,3.61,8.38,7.93,122,26,0.11800000000000001,0.76,0.302
7,255,1.5,4.3,9.2,8.12,135,17,0.168,0.773,0.36700000000000005
6,235,1.5,4.21,9.42,7.74,128,13,0.11900000000000001,0.748,0.45399999999999996
4,388,1.5,4.57,5.57,9.44,188,15,0.055999999999999994,0.836,0.434
2,73,1.5,2.66,11.12,6.94,28,4,0.19699999999999998,0.7040000000000001,0.248
3,252,1.5,4.27,7.6,9.21,117,12,0.11,0.784,0.33299999999999996
4,197,1.5,4.35,9.4,7.65,112,6,0.135,0.7609999999999999,0.447
5,140,1.5,5.73,11.02,8.92,90,7,0.147,0.7120000000000001,0.355
3,158,1.5,2.88,3.48,10.59,43,8,0.032,0.8759999999999999,0.205
3,169,1.5,4.68,8.14,8.88,89,10,0.133,0.768,0.316
1,99,1.5,4.18,6.18,9.0,46,5,0.08800000000000001,0.802,0.337
2,201,1.5,4.44,7.14,9.2,97,6,0.096,0.769,0.35200000000000004
2,136,1.5,4.1,9.02,9.44,59,12,0.14300000000000002,0.765,0.297
2,131,1.5,4.61,9.64,9.02,67,3,0.158,0.752,0.302
2,58,1.5,2.78,10.09,7.32,22,4,0.223,0.768,0.364
1,50,1.5,1.86,11.84,6.65,14,4,0.27399999999999997,0.669,0.221
2,37,1.5,2.48,11.35,4.83,19,5,0.21600000000000003,0.685,0.365
7,329,1.4,3.91,9.44,7.19,179,23,0.121,0.7829999999999999,0.402
9,444,1.4,3.16,7.56,8.01,175,29,0.10099999999999999,0.79,0.231
5,209,1.4,3.63,10.04,7.44,102,12,0.128,0.74,0.474
8,411,1.4,4.2,8.51,7.95,217,20,0.09699999999999999,0.789,0.42
7,377,1.4,4.13,7.22,8.5,183,11,0.114,0.7609999999999999,0.336
7,291,1.4,3.58,6.05,8.47,123,5,0.106,0.833,0.316
5,190,1.4,3.88,7.76,8.1,91,18,0.126,0.816,0.243
2,230,1.4,4.2,7.88,8.05,120,10,0.11199999999999999,0.7809999999999999,0.455
7,307,1.4,4.44,6.12,10.1,135,8,0.083,0.7959999999999999,0.29600000000000004
6,275,1.4,4.55,10.38,8.81,142,23,0.17300000000000001,0.705,0.364
5,263,1.4,4.95,7.48,9.23,141,20,0.122,0.815,0.32
4,214,1.4,5.47,7.5,10.35,113,12,0.076,0.795,0.298
3,359,1.4,5.63,4.01,10.37,195,10,0.02,0.8740000000000001,0.39899999999999997
4,116,1.4,4.05,10.66,7.58,62,1,0.165,0.726,0.408
1,109,1.4,3.72,7.8,6.64,61,5,0.105,0.79,0.505
5,95,1.4,3.3,10.8,6.04,52,15,0.19699999999999998,0.6829999999999999,0.48100000000000004
2,84,1.4,4.97,9.14,8.53,49,6,0.141,0.725,0.24100000000000002
2,68,1.4,4.01,10.46,8.27,33,5,0.165,0.721,0.306
2,150,1.4,4.48,5.85,10.83,62,5,0.09699999999999999,0.8059999999999999,0.32799999999999996
1,38,1.4,2.19,12.06,5.21,16,1,0.257,0.701,0.39299999999999996
3,109,1.4,3.32,9.57,8.41,43,5,0.18100000000000002,0.6920000000000001,0.36200000000000004
1,61,1.4,3.44,9.81,7.77,27,3,0.17300000000000001,0.7609999999999999,0.358
4,72,1.4,4.13,10.38,9.0,33,2,0.22899999999999998,0.701,0.515
5,137,1.4,4.64,10.23,7.66,83,15,0.185,0.736,0.332
8,492,1.3,4.09,7.94,8.74,230,21,0.11800000000000001,0.7859999999999999,0.342
6,463,1.3,5.17,5.35,10.59,226,8,0.057999999999999996,0.852,0.40399999999999997
8,352,1.3,3.03,6.91,7.85,136,21,0.079,0.779,0.231
10,342,1.3,2.76,6.17,7.67,123,17,0.059000000000000004,0.792,0.225
6,368,1.3,4.55,9.62,7.41,226,16,0.136,0.745,0.522
7,286,1.3,3.96,8.45,8.57,132,13,0.155,0.8,0.371
7,304,1.3,3.51,8.59,7.21,148,26,0.122,0.807,0.434
3,326,1.3,4.61,4.21,10.01,150,14,0.073,0.866,0.409
7,298,1.3,4.9,9.49,8.6,170,10,0.136,0.715,0.434
2,277,1.3,5.36,4.49,10.53,141,10,0.021,0.858,0.355
2,223,1.3,5.97,5.22,11.09,120,4,0.064,0.861,0.306
6,214,1.3,3.69,9.14,8.97,88,13,0.151,0.764,0.375
4,319,1.3,4.43,6.73,9.81,144,19,0.114,0.813,0.39799999999999996
2,77,1.3,3.56,8.01,7.62,36,2,0.131,0.725,0.336
4,242,1.3,4.39,7.12,9.16,116,22,0.063,0.79,0.195
3,329,1.3,4.89,7.95,9.58,168,13,0.095,0.7929999999999999,0.326
2,115,1.3,3.54,11.13,8.15,50,7,0.19699999999999998,0.7020000000000001,0.392
4,196,1.3,3.68,7.95,9.62,75,7,0.106,0.772,0.27
5,153,1.3,3.69,9.91,7.74,73,16,0.135,0.763,0.401
2,138,1.3,4.54,7.73,8.47,74,12,0.096,0.809,0.33799999999999997
2,174,1.3,4.76,5.99,9.75,85,3,0.091,0.805,0.342
3,143,1.3,4.94,5.51,10.24,69,8,0.086,0.807,0.21600000000000003
2,184,1.3,5.27,7.4,9.8,99,2,0.106,0.7759999999999999,0.43700000000000006
4,222,1.3,5.93,8.69,9.89,133,16,0.136,0.777,0.504
2,61,1.3,2.92,12.59,5.56,32,4,0.205,0.6759999999999999,0.518
2,235,1.3,5.32,7.98,10.59,118,9,0.10300000000000001,0.767,0.373
3,123,1.3,3.26,5.81,8.72,46,4,0.08800000000000001,0.835,0.20199999999999999
4,177,1.3,4.56,7.25,9.5,85,9,0.128,0.7509999999999999,0.38299999999999995
5,154,1.3,3.25,7.19,8.2,61,7,0.132,0.79,0.382
2,131,1.3,4.47,10.68,8.48,69,7,0.174,0.715,0.259
1,119,1.3,4.89,6.09,10.2,57,8,0.08800000000000001,0.8290000000000001,0.249
3,55,1.3,2.53,9.6,5.8,24,2,0.185,0.695,0.294
2,155,1.3,5.17,8.03,10.28,78,1,0.079,0.787,0.348
3,161,1.3,5.57,5.88,12.46,72,2,0.059000000000000004,0.85,0.33899999999999997
1,86,1.3,2.67,6.22,9.56,24,3,0.09699999999999999,0.816,0.38799999999999996
1,75,1.3,4.71,8.63,11.77,30,2,0.10400000000000001,0.745,0.23
7,333,1.2,3.83,6.67,7.88,162,28,0.096,0.8140000000000001,0.431
7,707,1.2,4.94,5.85,10.03,348,23,0.077,0.812,0.313
1,155,1.2,3.92,5.02,8.94,68,5,0.0,0.8490000000000001,0.35600000000000004
4,206,1.2,4.28,6.71,8.33,106,8,0.084,0.826,0.528
4,265,1.2,5.03,7.18,9.8,136,10,0.071,0.805,0.391
6,396,1.2,5.11,5.55,9.82,206,21,0.059000000000000004,0.838,0.306
10,168,1.2,3.76,8.7,7.99,79,7,0.13,0.711,0.428
2,275,1.2,5.3,4.99,10.64,137,12,0.02,0.867,0.34600000000000003
6,232,1.2,3.59,11.48,6.88,121,22,0.19,0.735,0.551
3,147,1.2,3.96,6.22,8.96,65,5,0.087,0.782,0.364
5,175,1.2,3.65,8.86,8.86,72,5,0.133,0.732,0.271
3,305,1.2,4.83,6.6,8.99,164,6,0.083,0.802,0.48
2,214,1.2,5.0,5.33,9.91,108,3,0.048,0.825,0.278
4,121,1.2,3.82,10.13,7.34,63,7,0.133,0.736,0.452
4,198,1.2,4.7,8.2,8.78,106,11,0.10800000000000001,0.7659999999999999,0.406
3,96,1.2,3.42,9.32,7.65,43,2,0.17800000000000002,0.722,0.408
4,126,1.2,4.05,8.81,6.38,80,16,0.09699999999999999,0.764,0.201
2,218,1.2,4.51,5.57,8.56,115,4,0.032,0.821,0.439
2,134,1.2,4.73,9.85,8.8,72,3,0.19,0.759,0.395
3,94,1.2,3.5,8.65,8.21,40,4,0.166,0.775,0.295
5,151,1.2,4.44,9.08,7.62,88,8,0.12,0.718,0.397
7,226,1.2,4.57,9.45,8.9,116,15,0.156,0.76,0.408
2,129,1.2,5.45,5.98,11.35,62,0,0.087,0.86,0.374
4,100,1.2,2.86,7.45,7.16,40,6,0.11599999999999999,0.782,0.284
3,165,1.2,4.62,7.48,9.64,79,7,0.076,0.789,0.396
2,97,1.2,3.36,7.79,8.59,38,4,0.136,0.8320000000000001,0.387
4,145,1.2,3.97,7.19,7.29,79,21,0.122,0.7879999999999999,0.249
4,148,1.2,4.56,9.0,9.12,74,6,0.12,0.748,0.243
3,119,1.2,5.04,10.85,7.69,78,5,0.133,0.67,0.27399999999999997
3,85,1.2,2.68,5.46,8.14,28,3,0.068,0.8170000000000001,0.379
2,116,1.2,5.22,9.42,8.53,71,6,0.158,0.733,0.304
3,108,1.2,4.64,7.58,10.23,49,2,0.092,0.825,0.321
9,537,1.1,3.96,7.04,9.04,235,6,0.151,0.7909999999999999,0.39399999999999996
3,325,1.1,5.43,5.67,10.83,163,14,0.068,0.838,0.433
5,173,1.1,3.16,9.86,6.59,83,10,0.146,0.7759999999999999,0.531
8,370,1.1,5.14,8.47,9.06,210,22,0.10300000000000001,0.7559999999999999,0.385
5,289,1.1,4.47,8.58,8.98,144,9,0.106,0.769,0.28800000000000003
4,239,1.1,4.61,6.78,9.26,119,6,0.084,0.7959999999999999,0.423
6,259,1.1,4.14,7.79,7.55,142,4,0.14400000000000002,0.804,0.489
3,139,1.1,3.43,9.44,7.95,60,3,0.14300000000000002,0.7559999999999999,0.325
4,240,1.1,4.62,7.12,9.09,122,3,0.10400000000000001,0.828,0.418
3,219,1.1,4.95,8.59,8.88,122,7,0.115,0.797,0.4
10,307,1.1,3.98,7.29,9.13,134,18,0.094,0.8220000000000001,0.373
2,136,1.1,4.5,8.83,7.85,78,6,0.18600000000000003,0.7809999999999999,0.51
4,264,1.1,3.95,5.94,10.32,101,9,0.08199999999999999,0.767,0.184
5,329,1.1,5.16,5.51,9.8,173,25,0.07200000000000001,0.833,0.34600000000000003
2,47,1.1,2.31,8.53,4.72,23,1,0.11800000000000001,0.682,0.504
4,185,1.1,4.13,9.23,8.14,94,10,0.099,0.76,0.34600000000000003
2,229,1.1,5.01,5.38,10.72,107,11,0.063,0.8370000000000001,0.294
3,57,1.1,2.72,9.91,7.06,22,8,0.149,0.75,0.324
3,172,1.1,4.29,7.06,8.2,90,16,0.11599999999999999,0.7959999999999999,0.349
1,43,1.1,2.39,10.59,7.35,14,0,0.248,0.665,0.449
1,85,1.1,3.67,8.27,7.81,40,2,0.11900000000000001,0.733,0.43200000000000005
1,52,1.1,2.86,9.71,7.43,20,1,0.184,0.7809999999999999,0.392
3,113,1.1,4.48,5.44,10.78,47,5,0.076,0.795,0.255
4,472,1.0,4.7,6.23,9.4,236,16,0.06,0.8140000000000001,0.42
5,536,1.0,4.78,5.75,8.9,288,19,0.051,0.816,0.424
7,439,1.0,4.79,5.48,10.32,204,17,0.045,0.836,0.354
9,483,1.0,4.56,7.07,8.87,248,28,0.075,0.81,0.375
4,182,1.0,3.27,8.67,7.45,80,4,0.109,0.723,0.355
5,241,1.0,5.29,11.81,8.68,147,7,0.2,0.7290000000000001,0.40399999999999997
4,303,1.0,4.38,6.61,8.68,153,27,0.057,0.802,0.226
6,349,1.0,3.77,6.09,9.75,135,19,0.087,0.852,0.33
5,376,1.0,5.01,6.91,9.15,206,19,0.071,0.7929999999999999,0.42700000000000005
3,258,1.0,5.1,6.42,10.35,127,12,0.052000000000000005,0.795,0.282
3,303,1.0,5.94,4.38,11.75,153,12,0.022000000000000002,0.887,0.272
5,272,1.0,3.17,7.25,7.98,108,12,0.098,0.789,0.276
4,125,1.0,3.58,7.48,8.13,55,4,0.127,0.765,0.406
6,133,1.0,4.0,8.51,7.5,71,3,0.11900000000000001,0.769,0.389
1,201,1.0,5.43,4.69,11.5,95,3,0.057999999999999996,0.858,0.379
2,150,1.0,3.38,8.25,8.6,59,10,0.147,0.752,0.31
5,127,1.0,3.61,8.24,7.64,60,12,0.102,0.7959999999999999,0.265
3,153,1.0,4.9,7.06,8.92,84,9,0.095,0.85,0.32799999999999996
1,130,1.0,5.03,6.23,10.38,63,3,0.057999999999999996,0.847,0.408
1,28,1.0,1.84,11.73,3.96,13,5,0.196,0.662,0.545
5,186,1.0,3.97,6.53,9.0,82,7,0.066,0.82,0.34299999999999997
3,195,1.0,5.32,5.59,9.02,115,12,0.047,0.8340000000000001,0.428
2,48,1.0,2.55,10.31,5.56,22,7,0.15,0.728,0.344
5,170,1.0,3.78,8.02,8.02,80,14,0.107,0.778,0.445
2,164,1.0,5.15,5.09,10.7,79,7,0.05,0.882,0.386
3,79,1.0,3.74,8.8,9.52,31,5,0.149,0.821,0.245
2,143,1.0,4.44,6.77,10.75,59,10,0.105,0.809,0.17
2,77,1.0,4.63,10.1,7.27,49,4,0.106,0.746,0.365
2,162,1.0,5.78,6.23,10.29,91,10,0.039,0.813,0.319
4,175,1.0,4.55,8.93,9.47,84,11,0.138,0.753,0.308
2,134,1.0,4.8,6.0,10.05,64,11,0.078,0.8370000000000001,0.428
3,101,1.0,5.38,9.46,8.77,62,7,0.09699999999999999,0.736,0.34
1,36,1.0,3.46,7.62,8.31,15,2,0.139,0.758,0.28600000000000003
1,26,1.0,2.51,6.4,7.24,9,0,0.107,0.7909999999999999,0.25
2,69,1.0,4.58,6.22,11.29,28,2,0.092,0.841,0.48700000000000004
2,89,1.0,4.63,7.12,10.05,41,1,0.135,0.855,0.466
2,48,1.0,5.33,9.0,8.82,29,0,0.161,0.7340000000000001,0.489
5,550,0.9,4.5,5.73,9.49,261,27,0.063,0.826,0.38299999999999995
2,286,0.9,4.71,4.3,9.76,138,5,0.022000000000000002,0.852,0.35600000000000004
6,377,0.9,5.68,8.29,9.74,220,18,0.092,0.79,0.40299999999999997
5,446,0.9,5.65,6.34,9.93,254,23,0.022000000000000002,0.83,0.311
1,199,0.9,4.55,7.01,9.23,98,13,0.087,0.784,0.265
3,209,0.9,3.8,5.63,9.81,81,5,0.071,0.816,0.212
4,192,0.9,3.75,7.62,7.5,96,10,0.084,0.792,0.38
5,146,0.9,4.31,8.93,7.67,82,5,0.16899999999999998,0.736,0.46299999999999997
2,119,0.9,4.36,8.26,9.1,57,8,0.174,0.777,0.433
2,93,0.9,3.3,8.59,7.68,40,4,0.154,0.794,0.401
4,190,0.9,4.08,7.89,8.81,88,14,0.109,0.769,0.354
6,205,0.9,4.78,8.61,8.83,111,13,0.125,0.78,0.44
5,199,0.9,4.98,7.6,8.69,114,7,0.061,0.8009999999999999,0.45899999999999996
3,73,0.9,3.55,9.44,7.41,35,3,0.155,0.773,0.34299999999999997
1,76,0.9,4.24,8.07,7.86,41,1,0.11699999999999999,0.753,0.276
3,108,0.9,4.43,9.12,9.38,51,2,0.168,0.75,0.386
2,84,0.9,4.75,11.17,7.39,54,5,0.12,0.688,0.348
4,198,0.9,4.57,6.8,10.05,90,8,0.10800000000000001,0.831,0.263
3,154,0.9,4.67,7.0,8.98,80,3,0.08900000000000001,0.8059999999999999,0.431
3,270,0.9,4.7,7.51,9.6,132,6,0.139,0.8059999999999999,0.41700000000000004
2,62,0.9,2.9,9.82,6.92,26,7,0.185,0.723,0.264
1,24,0.9,3.38,12.38,5.4,15,4,0.258,0.691,0.424
2,28,0.9,3.0,12.56,5.25,16,2,0.168,0.6779999999999999,0.546
4,83,0.9,3.25,7.14,7.7,35,2,0.08900000000000001,0.778,0.41200000000000003
1,34,0.9,3.14,11.84,6.29,17,0,0.193,0.649,0.304
4,269,0.8,3.21,5.68,9.8,88,4,0.107,0.836,0.215
3,192,0.8,4.93,6.24,10.07,94,5,0.092,0.812,0.233
5,264,0.8,4.59,7.04,8.42,144,13,0.06,0.775,0.35100000000000003
6,275,0.8,4.07,7.41,8.49,132,10,0.09,0.713,0.28
4,205,0.8,3.92,8.79,8.46,95,4,0.147,0.775,0.36700000000000005
5,206,0.8,3.6,9.1,7.65,97,6,0.10400000000000001,0.759,0.424
6,205,0.8,4.21,8.73,9.18,94,8,0.121,0.747,0.32
4,121,0.8,3.43,10.84,7.41,56,11,0.18899999999999997,0.774,0.336
3,176,0.8,3.9,6.56,9.54,72,10,0.084,0.82,0.32799999999999996
4,128,0.8,3.62,9.14,7.85,59,3,0.125,0.731,0.456
4,119,0.8,3.68,11.63,7.82,56,5,0.209,0.735,0.449
4,165,0.8,4.45,7.2,8.74,84,5,0.085,0.7829999999999999,0.34299999999999997
3,121,0.8,3.63,7.26,7.71,57,7,0.114,0.821,0.42200000000000004
2,84,0.8,3.64,11.0,7.64,40,8,0.171,0.616,0.29
10,332,0.8,3.77,7.49,8.58,146,12,0.113,0.81,0.4
6,221,0.8,4.36,7.97,8.67,111,13,0.11199999999999999,0.765,0.384
7,241,0.8,4.7,9.18,8.71,130,8,0.134,0.722,0.304
4,115,0.8,4.7,10.09,8.72,62,7,0.165,0.742,0.35
3,171,0.8,5.02,4.77,10.59,81,6,0.06,0.856,0.32
3,150,0.8,5.11,8.39,8.92,86,6,0.091,0.736,0.33799999999999997
4,113,0.8,3.7,8.05,8.05,52,2,0.073,0.8029999999999999,0.47100000000000003
3,119,0.8,4.86,9.06,9.98,58,6,0.126,0.7490000000000001,0.297
2,193,0.8,5.85,5.51,10.86,104,6,0.069,0.8320000000000001,0.37200000000000005
5,56,0.8,3.9,13.73,5.2,42,26,0.187,0.649,0.379
3,141,0.8,5.22,5.22,9.81,75,2,0.044000000000000004,0.825,0.305
2,95,0.8,3.56,7.3,9.13,37,10,0.11900000000000001,0.79,0.244
2,70,0.8,3.78,9.77,7.35,36,5,0.11800000000000001,0.72,0.341
3,167,0.8,4.25,7.93,8.77,81,9,0.122,0.797,0.5
1,126,0.8,4.45,5.93,10.37,54,5,0.064,0.858,0.28800000000000003
4,121,0.8,4.51,9.59,8.53,64,6,0.14400000000000002,0.759,0.33899999999999997
3,111,0.8,4.67,8.39,8.79,59,4,0.151,0.779,0.39
1,118,0.8,5.06,6.02,8.78,68,2,0.055,0.794,0.526
1,66,0.8,4.5,9.26,8.49,35,4,0.113,0.774,0.392
2,32,0.8,1.71,3.69,9.09,6,0,0.071,0.871,0.222
2,83,0.8,3.39,7.4,7.4,38,4,0.113,0.774,0.382
2,38,0.8,3.49,9.55,6.98,19,2,0.174,0.75,0.373
1,77,0.8,5.27,4.31,12.3,33,1,0.076,0.831,0.349
1,43,0.8,5.27,8.44,9.07,25,2,0.163,0.7759999999999999,0.489
3,80,0.8,3.02,7.3,8.34,29,0,0.057,0.8029999999999999,0.345
1,44,0.8,3.17,7.83,7.33,19,3,0.106,0.7809999999999999,0.322
1,53,0.8,5.14,10.29,9.73,28,0,0.185,0.779,0.43
3,157,0.8,6.25,8.81,10.9,90,3,0.124,0.794,0.38299999999999995
2,35,0.8,3.35,5.4,6.52,18,0,0.07,0.825,0.39399999999999996
3,87,0.8,6.03,8.29,10.93,48,2,0.09300000000000001,0.769,0.27899999999999997
8,409,0.7,3.48,6.17,7.96,179,15,0.084,0.7759999999999999,0.386
7,446,0.7,4.19,6.07,9.99,187,19,0.08199999999999999,0.82,0.292
4,215,0.7,4.5,7.64,8.34,116,8,0.105,0.779,0.485
4,206,0.7,5.03,5.45,9.59,108,0,0.040999999999999995,0.816,0.433
5,126,0.7,3.54,9.14,7.43,60,13,0.157,0.743,0.287
4,141,0.7,3.77,5.9,8.85,60,12,0.085,0.8109999999999999,0.20600000000000002
4,179,0.7,4.06,8.47,7.9,92,8,0.091,0.8270000000000001,0.34600000000000003
3,104,0.7,3.42,8.25,8.67,41,4,0.086,0.758,0.408
5,139,0.7,3.56,9.66,6.68,74,22,0.113,0.75,0.384
3,102,0.7,4.39,9.03,8.15,55,2,0.155,0.782,0.467
6,197,0.7,3.58,8.94,7.59,93,13,0.094,0.748,0.285
6,377,0.7,4.06,7.45,9.0,170,16,0.13,0.816,0.433
3,156,0.7,4.15,5.58,10.13,64,7,0.069,0.82,0.43200000000000005
4,174,0.7,4.62,6.62,8.93,90,7,0.059000000000000004,0.805,0.436
