id,g,war,era,k/9,cg,sv
304,32,4.2,3.2,11.35,4,0
305,33,4.2,3.26,8.14,2,0
491,29,4.2,3.59,7.13,3,0
1089,34,4.2,3.98,7.83,0,0
90,35,4.2,4.12,5.31,2,0
1006222,25,4.2,2.99,8.62,11,0
12808,32,4.2,3.01,9.31,1,0
441,31,4.2,3.43,6.44,5,0
1943,32,4.2,3.47,8.14,1,0
1005686,33,4.2,4.81,5.26,1,0
11530,28,4.2,2.19,9.75,0,0
10310,29,4.2,3.31,8.84,0,0
5842,31,4.2,3.57,8.03,1,0
1008454,35,4.2,3.9,5.94,2,0
3374,34,4.2,3.99,7.79,1,0
748,32,4.2,4.3,6.15,5,0
748,34,4.2,4.45,5.6,4,0
3283,31,4.2,3.39,7.29,0,0
1298,33,4.2,3.93,8.25,0,0
1772,31,4.2,3.99,7.92,0,0
815,24,4.2,2.85,8.86,3,0
1002215,33,4.2,3.47,5.85,3,0
1000516,32,4.2,3.47,6.41,8,0
434,32,4.2,3.78,6.03,3,0
1001911,33,4.2,3.12,6.53,2,0
1000731,28,4.2,3.35,7.33,6,0
647,32,4.2,4.0,8.4,1,0
1009122,34,4.2,4.97,6.71,6,0
1144,25,4.2,3.86,9.87,2,0
375,33,4.1,3.48,6.35,2,0
1005150,36,4.1,2.95,3.59,16,0
1003993,34,4.1,3.13,6.15,3,0
1009211,34,4.1,3.38,7.04,13,0
1009211,35,4.1,3.43,5.95,10,0
1007492,33,4.1,2.69,4.09,8,0
16256,33,4.1,2.85,7.7,0,0
1001111,34,4.1,3.36,5.64,4,0
60,34,4.1,3.79,8.42,4,0
1051,27,4.1,2.27,9.36,0,0
1008310,41,4.1,2.46,6.83,3,3
8700,33,4.1,3.36,9.57,0,0
404,28,4.1,3.38,8.87,2,0
10954,31,4.1,3.53,10.68,1,0
1012818,34,4.1,3.91,6.01,5,0
1005333,29,4.1,4.24,6.7,1,0
1007323,31,4.1,4.63,6.38,2,0
13048,33,4.1,2.66,7.58,0,0
2586,33,4.1,3.02,8.45,1,0
2608,31,4.1,3.47,5.75,0,0
7059,33,4.1,3.56,6.7,3,0
10021,32,4.1,3.59,8.64,2,0
9425,33,4.1,3.67,6.86,1,0
75,33,4.1,3.74,8.28,3,0
15038,33,4.1,3.77,10.56,0,0
75,31,4.1,4.55,8.8,2,0
7059,34,4.1,3.15,7.71,2,0
3284,32,4.1,3.55,7.25,1,0
3830,31,4.1,5.06,9.49,2,0
1010140,34,4.1,2.75,6.1,4,1
1000789,36,4.1,2.91,7.61,4,4
1000731,32,4.1,3.41,5.08,12,0
1007323,37,4.1,4.85,9.21,9,0
6893,32,4.1,3.44,7.47,2,0
12049,30,4.1,3.46,7.63,1,0
8362,32,4.1,3.49,8.57,2,0
503,32,4.1,3.52,5.95,3,2
1000789,33,4.1,2.62,6.71,2,0
3886,31,4.1,4.08,7.25,1,0
349,26,4.1,3.08,8.93,2,0
3815,31,4.1,3.47,8.57,0,0
1003473,34,4.1,3.79,5.95,7,0
1002296,33,4.1,4.84,6.78,2,0
179,32,4.1,5.68,6.05,0,0
2036,31,4.1,2.79,9.74,0,0
4732,32,4.1,3.65,7.34,1,0
1005741,35,4.0,2.26,6.0,15,1
1009211,35,4.0,3.27,7.52,15,0
1163,34,4.0,2.57,7.22,6,0
1009211,35,4.0,3.6,5.54,9,0
375,30,4.0,2.65,5.53,3,0
1006885,25,4.0,3.27,5.2,1,0
1009465,34,4.0,3.33,3.66,5,0
1000122,36,4.0,3.45,4.9,6,0
1012941,33,4.0,2.16,3.52,5,0
104,34,4.0,2.62,5.33,0,0
1011138,37,4.0,2.98,4.71,14,0
1005172,33,4.0,3.1,5.21,14,0
225,32,4.0,3.29,5.12,4,0
1004001,32,4.0,3.52,8.81,2,1
1014174,36,4.0,4.01,7.0,10,0
755,33,4.0,3.33,9.66,1,0
1007323,35,4.0,3.34,8.08,9,0
1010185,33,4.0,3.43,6.02,7,0
1009211,34,4.0,3.94,6.43,10,0
840,36,4.0,4.05,5.89,0,0
5551,31,4.0,3.39,6.11,0,0
1005124,34,4.0,3.81,6.57,6,0
1077,33,4.0,3.87,5.76,2,0
18383,29,4.0,2.68,7.32,0,0
11713,29,4.0,2.71,8.94,0,0
4732,33,4.0,3.14,7.13,4,0
1001111,36,4.0,3.39,5.95,5,0
1004852,27,4.0,3.6,7.11,3,0
503,33,4.0,4.08,5.97,5,0
1660,30,4.0,4.27,6.15,1,0
1012218,33,4.0,2.55,5.43,4,0
115,29,4.0,2.94,7.27,5,0
1011348,30,4.0,3.04,9.65,5,0
3137,31,4.0,3.5,8.46,0,0
7059,31,4.0,3.85,7.7,1,0
982,31,4.0,4.31,6.02,1,0
1005741,45,4.0,2.66,7.12,8,2
1006222,33,4.0,3.14,6.52,9,0
1298,30,4.0,3.61,6.99,1,0
1001909,35,4.0,4.01,3.74,7,1
1701,34,4.0,4.03,7.08,3,0
3886,30,4.0,4.06,7.6,1,0
11423,32,4.0,4.15,9.87,1,0
7872,33,4.0,3.26,9.73,1,0
512,30,4.0,3.3,9.85,1,0
3184,27,4.0,3.33,7.28,4,0
1012181,33,4.0,3.91,5.44,10,0
106,36,4.0,4.66,7.11,0,0
195,34,4.0,4.2,6.03,0,0
491,30,4.0,4.21,4.83,3,0
1012941,26,4.0,4.22,4.91,5,0
3,23,4.0,3.83,8.42,1,0
1005124,31,3.9,3.42,5.61,21,0
1010852,36,3.9,3.12,3.38,7,0
932,30,3.9,3.47,6.9,2,0
840,32,3.9,4.35,5.5,3,0
1267,34,3.9,3.27,8.64,3,0
1013435,36,3.9,4.09,4.85,9,0
1005124,37,3.9,3.56,6.8,5,1
855,34,3.9,4.82,6.57,7,0
5842,35,3.9,3.14,9.01,1,0
1011708,35,3.9,3.17,5.05,6,0
8779,32,3.9,3.33,6.66,0,0
305,33,3.9,3.41,8.83,0,0
1003473,35,3.9,3.07,5.45,5,0
1006222,31,3.9,3.29,5.72,4,0
4972,28,3.9,3.39,8.69,2,0
115,35,3.9,3.62,7.68,3,0
12768,31,3.9,2.73,7.31,3,0
962,33,3.9,3.14,7.24,2,0
11674,32,3.9,3.2,8.43,2,0
1006295,25,3.9,3.26,6.47,4,0
1006515,37,3.9,3.69,2.76,10,0
2233,32,3.9,3.94,8.34,3,0
375,34,3.9,4.09,8.14,1,0
104,34,3.9,4.14,4.73,1,0
1001964,33,3.9,3.58,6.41,1,0
7667,32,3.9,4.38,5.77,1,0
453,35,3.9,4.85,5.64,3,0
304,28,3.9,3.36,11.2,1,0
1045,35,3.9,3.69,6.39,2,0
1012745,23,3.9,2.61,5.9,6,0
1001098,20,3.9,2.88,6.04,9,0
976,31,3.9,3.2,7.35,3,0
1680,34,3.9,3.33,6.77,6,0
1000122,34,3.9,4.14,5.48,5,0
1283,30,3.9,2.65,6.41,0,0
192,35,3.9,4.7,4.54,4,0
1010185,33,3.9,3.31,6.9,2,0
1001098,34,3.9,3.82,6.98,5,0
1091,33,3.8,3.27,5.4,1,0
4505,32,3.8,3.25,6.79,4,0
2074,34,3.8,3.63,3.14,2,1
1006222,33,3.8,3.66,6.9,7,0
1636,32,3.8,3.79,6.37,1,0
375,32,3.8,3.95,7.07,1,0
1001702,36,3.8,3.96,6.82,8,0
1077,33,3.8,4.07,7.6,2,0
1008161,32,3.8,2.47,5.85,6,0
384,29,3.8,2.57,7.03,9,0
1001111,27,3.8,2.77,6.03,10,0
1680,23,3.8,2.94,6.92,4,0
1009583,32,3.8,3.09,5.68,5,0
1001212,33,3.8,3.62,4.67,4,0
4235,33,3.8,3.75,7.42,4,0
1007103,38,3.8,4.03,5.51,8,2
7448,32,3.8,2.96,8.42,0,0
7059,33,3.8,3.52,8.82,3,0
145,35,3.8,3.68,5.45,9,0
833,34,3.8,3.83,7.57,0,0
1000789,35,3.8,3.92,4.26,4,0
855,31,3.8,4.14,4.27,4,0
1005741,33,3.8,4.24,5.46,1,0
1004546,30,3.8,2.28,5.54,2,0
14444,30,3.8,3.0,7.22,2,0
1757,34,3.8,4.12,7.1,2,0
349,49,3.8,2.39,8.89,0,0
10811,31,3.8,2.85,9.93,2,0
510,30,3.8,2.89,8.16,1,0
1283,33,3.8,3.05,6.83,6,1
1007185,33,3.8,3.12,5.97,7,0
1091,34,3.8,3.32,5.74,4,0
1193,33,3.8,3.48,7.6,2,0
665,32,3.8,3.81,4.91,12,0
1005115,35,3.8,3.98,6.18,10,0
4732,32,3.8,4.15,8.45,1,0
225,33,3.8,4.28,4.24,3,0
1001111,32,3.8,4.07,5.98,9,0
4635,34,3.8,4.41,7.11,3,0
1011348,21,3.8,1.69,8.46,5,0
855,43,3.8,3.14,5.48,0,3
883,29,3.8,3.31,6.82,0,0
1131,32,3.8,3.59,7.59,3,0
1012015,32,3.8,4.0,5.38,3,0
710,34,3.8,4.15,7.06,1,0
710,34,3.8,4.45,6.4,1,0
13431,32,3.8,3.22,7.76,0,0
982,32,3.8,3.85,7.61,2,0
1012941,36,3.8,4.31,5.49,1,0
4972,32,3.8,4.32,7.81,2,0
305,28,3.8,3.77,8.08,1,0
637,30,3.8,4.13,6.46,2,0
3254,32,3.8,4.42,8.88,1,0
1014174,33,3.8,3.51,4.26,5,0
8678,31,3.8,4.44,5.5,0,0
1009211,34,3.7,4.04,4.94,6,0
104,35,3.7,2.95,5.1,7,0
2074,30,3.7,3.7,4.7,1,0
13164,34,3.7,3.81,9.43,0,0
104,34,3.7,3.18,5.06,9,0
1008546,36,3.7,3.18,2.98,12,0
8700,32,3.7,3.66,8.17,1,0
1006050,40,3.7,3.79,7.03,13,0
3990,33,3.7,3.21,9.46,0,0
571,32,3.7,3.54,7.12,3,0
4684,34,3.7,4.22,6.9,1,0
855,29,3.7,3.24,5.9,6,0
646,32,3.7,3.65,6.2,2,0
1012734,35,3.7,3.66,6.01,5,0
1009211,36,3.7,4.18,4.03,11,0
1013750,31,3.7,2.65,6.88,4,0
1009583,40,3.7,3.63,5.76,11,1
1267,34,3.7,3.71,7.79,2,0
1012218,36,3.7,4.05,4.83,9,0
1002296,32,3.7,3.43,6.02,2,0
2038,32,3.7,3.45,9.09,3,0
2233,32,3.7,3.7,6.06,1,0
3403,32,3.7,3.73,7.46,3,0
1757,34,3.7,3.73,6.76,3,0
115,36,3.7,3.8,5.8,5,0
8173,31,3.7,3.84,9.73,2,0
1007492,35,3.7,4.09,4.2,8,0
1007531,26,3.7,2.99,4.78,9,0
225,32,3.7,3.39,5.3,0,0
1013435,35,3.7,3.44,4.58,6,0
4913,29,3.7,3.47,6.95,0,0
90,33,3.7,3.53,4.47,2,0
1003080,34,3.7,3.59,5.62,6,0
1841,33,3.7,3.62,6.77,1,0
1001909,31,3.7,2.94,6.85,1,1
833,27,3.7,3.1,7.68,0,0
1006100,33,3.7,3.44,7.24,1,0
1004852,29,3.7,3.45,6.43,7,0
748,33,3.7,3.75,4.98,4,0
1757,35,3.7,3.91,8.27,2,0
1163,35,3.7,4.19,9.0,4,0
755,29,3.7,2.98,6.51,4,0
1010179,34,3.7,3.59,4.78,7,0
7448,31,3.7,3.79,8.66,0,0
1244,35,3.7,3.84,8.41,2,0
1007103,42,3.7,3.84,4.57,3,3
8223,30,3.7,4.06,7.7,1,0
1009122,38,3.7,4.3,4.94,11,1
815,29,3.7,4.46,7.51,2,0
1001212,46,3.7,5.24,7.94,2,2
9129,34,3.7,3.33,7.68,1,0
1010210,34,3.7,3.68,5.91,6,0
1011192,33,3.7,3.85,6.1,5,0
13074,31,3.7,3.86,10.08,0,0
1089,34,3.7,3.67,6.5,1,0
1014385,34,3.7,3.51,7.03,7,0
3284,32,3.7,3.67,9.26,3,0
4732,34,3.7,3.76,7.69,1,0
926,31,3.7,3.89,5.2,2,0
1002996,35,3.7,3.94,4.95,5,0
10197,33,3.7,3.02,7.5,2,0
1003660,33,3.7,4.57,6.13,1,0
1001111,34,3.6,2.79,4.41,16,0
837,34,3.6,3.37,6.74,0,0
873,32,3.6,3.18,8.1,3,0
5524,33,3.6,2.98,9.07,4,0
232,33,3.6,4.51,4.77,1,0
1013939,33,3.6,4.0,5.53,0,0
2036,29,3.6,3.03,9.54,0,0
104,36,3.6,3.96,5.11,1,0
15467,34,3.6,3.99,6.52,0,0
1277,35,3.6,4.1,6.05,5,0
535,34,3.6,4.33,7.05,0,0
2520,33,3.6,2.74,8.0,2,0
1144,33,3.6,3.03,6.74,4,0
1007492,32,3.6,3.36,4.85,5,0
1005088,38,3.6,3.41,6.61,6,0
1007492,36,3.6,3.49,5.02,1,0
1012015,32,3.6,3.79,5.85,1,0
404,31,3.6,4.03,7.37,1,0
412,32,3.6,4.17,4.64,3,0
90,33,3.6,2.96,5.7,5,0
964,32,3.6,3.28,5.59,1,0
1006050,34,3.6,3.31,5.07,14,0
1005741,35,3.6,3.85,5.95,8,0
115,34,3.6,3.85,6.61,6,0
1014410,38,3.6,4.41,3.71,13,0
750,33,3.6,2.89,4.88,2,0
1014410,28,3.6,3.12,2.75,9,0
815,32,3.6,3.7,8.28,1,0
1489,33,3.6,3.71,4.83,2,0
90,25,3.6,3.97,7.62,2,0
279,30,3.6,4.33,7.81,1,0
404,33,3.6,4.37,6.39,2,0
1056,34,3.6,4.44,6.92,1,0
926,31,3.6,4.53,5.9,1,0
137,34,3.6,5.02,4.05,6,0
4972,33,3.6,3.06,9.1,1,0
304,33,3.6,3.66,9.14,4,0
1012818,33,3.6,4.27,6.66,4,0
1001279,29,3.6,4.37,6.1,10,0
1008161,24,3.6,3.52,4.69,7,0
2586,32,3.6,3.6,8.22,0,0
517,31,3.6,3.65,7.74,1,0
60,30,3.6,3.91,8.46,2,0
219,35,3.6,4.09,7.52,0,1
1010887,35,3.6,4.14,5.0,6,0
1244,30,3.6,4.45,5.56,1,0
1005172,32,3.6,4.47,4.84,3,1
1051,27,3.6,2.85,8.6,1,0
4897,32,3.6,3.77,8.42,0,0
13218,25,3.6,3.83,6.23,1,0
1001007,33,3.6,4.33,5.34,5,0
14916,29,3.6,4.61,9.91,1,0
4772,31,3.6,3.45,7.85,2,0
761,34,3.6,4.03,8.05,0,0
1571,32,3.6,4.23,3.89,0,0
743,34,3.6,4.49,7.11,5,0
1014170,29,3.6,4.13,7.38,2,0
1007531,38,3.5,3.79,4.98,9,0
921,32,3.5,4.14,7.52,2,0
58,33,3.5,4.41,6.82,4,0
7531,32,3.5,3.89,7.56,0,0
4153,31,3.5,3.1,8.67,1,0
1013435,35,3.5,3.21,5.2,10,0
5551,32,3.5,3.29,5.61,4,0
232,32,3.5,3.5,4.68,3,0
1014410,34,3.5,3.73,3.18,12,0
1007031,40,3.5,3.14,4.99,8,0
1000216,30,3.5,2.45,3.69,3,0
1011348,35,3.5,3.16,8.81,10,0
512,31,3.5,3.51,8.01,1,0
1094,32,3.5,3.78,6.42,3,0
1002989,34,3.5,2.81,6.99,4,0
11490,30,3.5,3.0,7.55,0,0
1144,34,3.5,3.78,6.98,4,0
1008473,30,3.5,3.93,6.49,8,0
1006222,33,3.5,4.41,7.16,15,0
5556,34,3.5,2.6,6.36,0,0
1011691,32,3.5,2.92,7.82,8,0
1012734,34,3.5,2.96,5.92,6,1
12768,33,3.5,3.08,7.52,2,0
1005764,33,3.5,3.16,3.92,3,0
1000510,33,3.5,3.34,5.99,3,0
4772,30,3.5,3.92,7.8,1,0
840,32,3.5,4.16,6.84,0,0
287,27,3.5,4.33,5.2,0,0
790,33,3.5,5.1,6.64,1,0
5705,33,3.5,2.74,9.12,1,0
1507,33,3.5,2.77,7.22,1,0
5524,31,3.5,2.77,8.9,0,0
755,25,3.5,3.13,7.88,0,0
1012084,34,3.5,3.24,5.65,5,0
3374,32,3.5,3.3,9.56,0,0
145,24,3.5,3.4,7.57,6,0
10261,31,3.5,3.51,6.71,1,0
404,30,3.5,3.6,6.42,2,0
1013215,32,3.5,3.63,6.72,6,0
6204,31,3.5,3.64,7.6,1,0
1833,33,3.5,3.78,7.56,0,0
15467,29,3.5,4.0,7.83,1,0
1006515,33,3.5,4.03,3.02,3,0
4684,32,3.5,4.16,5.29,1,0
11423,32,3.5,4.68,8.0,0,0
1008473,30,3.5,5.11,6.61,5,0
9434,29,3.5,2.92,6.57,5,0
962,31,3.5,3.91,8.59,1,0
282,31,3.5,4.43,5.67,2,0
1014385,37,3.5,4.91,5.61,5,1
862,32,3.5,5.27,8.85,3,0
1001911,32,3.5,3.0,6.72,6,0
1706,35,3.5,3.2,4.97,2,0
8099,30,3.5,3.5,5.28,5,0
1000012,30,3.5,3.7,3.93,4,0
1004233,31,3.5,3.77,3.65,8,0
1012818,32,3.5,4.15,4.99,7,0
801,33,3.5,4.42,8.01,3,0
397,23,3.5,3.45,5.74,3,0
1004852,31,3.5,3.67,6.33,3,0
1277,31,3.5,4.19,5.81,5,0
232,32,3.5,4.23,4.23,2,0
4538,34,3.5,4.33,6.78,1,0
5372,28,3.5,3.74,9.11,0,0
3284,31,3.5,3.86,7.68,1,0
646,33,3.5,2.88,7.3,3,0
1007185,28,3.5,3.37,6.93,6,0
1005333,27,3.5,3.81,7.37,2,0
571,30,3.5,4.12,6.85,3,0
3200,30,3.5,3.38,7.4,2,0
535,29,3.5,3.9,6.26,1,0
1012084,33,3.4,3.08,5.59,2,0
1009582,37,3.4,3.55,4.46,11,0
1005136,35,3.4,3.9,3.62,4,0
1007319,35,3.4,3.26,3.17,28,0
1010460,33,3.4,2.77,5.67,1,0
1012734,34,3.4,3.68,6.6,6,0
1009122,33,3.4,2.96,6.56,3,0
1005136,34,3.4,3.75,4.46,10,0
106,31,3.4,4.08,8.41,3,0
823,33,3.4,4.12,6.59,2,0
883,33,3.4,2.93,8.36,2,0
837,24,3.4,3.06,5.05,3,0
3283,33,3.4,3.32,6.84,3,0
441,33,3.4,3.5,6.06,2,0
1077,34,3.4,4.39,7.28,1,0
1943,28,3.4,2.63,7.5,1,0
568,26,3.4,3.28,7.87,1,0
4897,32,3.4,3.55,7.75,2,0
328,34,3.4,4.17,7.82,3,0
6176,33,3.4,4.37,7.29,1,0
6797,33,3.4,2.89,7.57,4,0
4732,33,3.4,2.89,7.07,4,0
1011348,29,3.4,2.98,8.39,5,0
7059,34,3.4,3.21,7.14,1,0
12049,33,3.4,3.44,7.28,0,0
1006885,36,3.4,3.57,5.47,4,0
517,33,3.4,3.66,8.31,2,0
840,36,3.4,4.2,7.47,2,0
379,34,3.4,4.2,4.25,2,0
666,33,3.4,4.25,10.11,1,0
13431,33,3.4,3.09,7.34,2,0
1007988,38,3.4,3.12,4.3,9,0
1007492,35,3.4,3.19,4.63,7,0
10021,32,3.4,3.21,7.96,1,0
1010048,27,3.4,3.27,5.36,9,0
1002623,33,3.4,3.31,6.41,3,0
1013197,32,3.4,3.41,3.84,6,0
1014361,33,3.4,3.53,8.3,6,0
801,32,3.4,3.69,7.57,2,0
3830,34,3.4,3.7,7.45,0,0
962,34,3.4,3.72,8.69,2,0
1298,41,3.4,4.29,7.94,1,4
1010183,35,3.4,4.61,7.36,3,0
137,32,3.4,4.81,4.86,7,0
4505,32,3.4,2.94,7.04,0,0
1001007,33,3.4,3.36,3.56,6,0
1680,31,3.4,3.44,8.24,1,0
1011348,33,3.4,3.52,9.33,4,0
4371,32,3.4,3.71,7.33,1,0
60,31,3.4,3.77,10.31,6,0
1841,32,3.4,3.79,6.67,1,0
16149,34,3.4,3.87,10.19,0,0
1007431,38,3.4,3.93,4.0,10,0
8600,27,3.4,4.08,7.64,2,0
1002637,32,3.4,4.23,8.41,4,0
13125,33,3.4,4.26,8.69,0,0
3196,31,3.4,4.26,7.49,0,0
200,24,3.4,3.42,8.83,1,1
1142,31,3.4,3.5,9.98,0,0
3,33,3.4,3.57,7.49,1,0
1007284,44,3.4,3.99,3.7,3,5
982,31,3.4,4.07,6.36,2,0
7059,33,3.4,4.14,6.84,0,0
1012824,24,3.4,4.62,5.25,4,0
855,34,3.4,5.14,5.22,3,0
1007973,31,3.4,3.59,4.43,3,0
976,28,3.4,3.7,8.39,4,0
384,25,3.4,4.32,7.27,7,0
480,32,3.4,5.04,4.86,2,0
106,30,3.4,2.86,6.84,1,0
11423,33,3.4,3.51,7.38,0,0
1005088,25,3.4,3.6,7.09,1,1
966,28,3.4,3.63,8.52,1,0
2227,32,3.4,3.76,7.66,1,0
978,34,3.4,4.23,6.66,1,0
1005088,34,3.4,3.17,6.95,4,0
1012745,31,3.4,4.08,5.47,4,0
642,26,3.4,4.82,6.51,3,0
1011709,36,3.4,4.42,7.92,4,0
90,36,3.3,3.2,4.51,4,0
3273,32,3.3,3.06,5.73,2,0
1003993,32,3.3,3.59,7.46,5,0
8753,34,3.3,2.83,7.37,0,0
739,33,3.3,2.86,6.1,0,0
666,33,3.3,3.09,7.3,2,0
7448,32,3.3,3.12,8.78,0,0
1013750,36,3.3,3.36,6.72,9,0
1943,28,3.3,3.83,10.54,0,0
2047,33,3.3,4.38,9.39,0,0
1000789,39,3.3,2.82,7.83,10,1
8753,31,3.3,2.85,6.25,1,0
11486,28,3.3,2.89,12.11,1,0
4972,32,3.3,3.32,8.97,0,0
73,24,3.3,3.54,7.59,8,0
1660,32,3.3,3.61,6.77,1,0
4930,33,3.3,3.75,7.47,1,0
2520,33,3.3,3.97,8.84,0,0
1001094,31,3.3,2.97,5.18,10,0
11682,31,3.3,3.01,9.22,0,0
1001212,32,3.3,3.25,5.14,5,0
1009465,29,3.3,3.28,5.75,1,0
9323,32,3.3,3.41,7.69,3,0
1680,34,3.3,3.52,7.78,7,0
174,32,3.3,3.56,6.77,2,0
1012745,33,3.3,3.77,6.05,1,0
1144,34,3.3,3.97,6.38,1,0
568,33,3.3,4.13,7.73,1,0
1507,33,3.3,4.35,6.53,0,0
840,33,3.3,4.54,6.97,0,0
76,28,3.3,3.37,6.3,5,0
1001762,34,3.3,3.44,3.32,8,0
5556,31,3.3,3.68,6.64,0,0
883,32,3.3,4.23,6.85,1,0
104,35,3.3,4.24,5.44,3,0
1005374,33,3.3,2.7,7.14,4,0
1001909,33,3.3,2.72,6.46,3,2
637,31,3.3,2.94,7.01,2,0
1004001,31,3.3,3.03,9.1,1,0
1008161,28,3.3,3.08,4.76,3,0
1012289,25,3.3,3.29,7.77,10,0
3201,31,3.3,3.38,9.88,0,0
1000313,29,3.3,3.42,5.96,2,0
1003453,41,3.3,3.63,6.63,4,1
594,31,3.3,3.74,4.49,2,0
75,28,3.3,3.88,7.96,0,0
750,32,3.3,4.05,6.32,3,0
790,33,3.3,4.3,5.96,2,0
480,29,3.3,4.5,5.21,2,0
4772,31,3.3,4.52,8.29,2,0
15038,28,3.3,4.76,9.05,1,0
1006005,23,3.3,2.28,4.68,5,0
1014385,33,3.3,3.27,5.74,5,0
3283,32,3.3,3.31,6.71,1,0
7448,32,3.3,3.36,8.83,1,0
3340,30,3.3,3.7,6.24,3,0
1507,27,3.3,3.83,7.09,1,0
1006515,34,3.3,4.33,2.49,9,0
12970,32,3.3,4.44,8.3,0,0
1006222,35,3.3,4.51,7.42,6,0
1144,31,3.3,4.76,8.47,1,0
225,30,3.3,3.63,5.15,3,0
978,32,3.3,4.03,7.15,0,0
1001111,33,3.3,4.18,6.05,7,0
1010210,32,3.3,4.4,4.82,6,0
3374,32,3.3,4.68,8.6,2,0
4538,30,3.3,4.81,7.14,0,0
8678,31,3.3,3.71,6.06,1,0
3283,31,3.3,3.73,5.69,2,0
8044,31,3.3,3.78,5.42,0,0
5524,34,3.3,3.9,8.8,0,0
206,30,3.3,4.26,5.46,2,0
13431,32,3.3,4.37,7.32,0,0
10131,30,3.3,3.0,9.39,1,0
4567,31,3.3,3.81,7.76,0,0
1012218,38,3.3,4.05,6.11,3,1
11486,32,3.3,4.9,11.25,0,0
137,34,3.3,5.19,4.77,1,0
1005983,34,3.3,5.35,5.91,3,0
453,27,3.3,4.71,5.74,2,0
9425,28,3.3,4.11,4.89,0,0
9132,33,3.3,4.37,6.4,0,0
1012519,36,3.2,3.32,5.41,8,0
137,32,3.2,3.18,4.76,5,0
1002695,35,3.2,2.88,4.89,10,0
1000951,33,3.2,3.14,6.23,4,0
1277,35,3.2,4.76,5.36,2,0
637,33,3.2,3.34,6.0,5,0
1011330,33,3.2,3.55,3.47,6,0
1091,30,3.2,3.86,5.39,2,0
1012924,35,3.2,4.05,5.26,10,0
397,33,3.2,4.95,5.61,1,0
60,33,3.2,5.0,7.55,2,0
67,34,3.2,2.55,4.61,6,0
1005827,33,3.2,2.68,6.19,3,0
4732,32,3.2,2.79,7.92,2,0
1005374,33,3.2,2.98,7.65,5,0
11682,31,3.2,3.04,8.02,0,0
1007423,33,3.2,3.12,5.55,8,0
1006114,31,3.2,3.47,3.55,8,0
840,33,3.2,4.24,6.07,5,0
397,29,3.2,4.55,7.03,2,0
4849,32,3.2,4.82,4.96,1,0
1008382,32,3.2,2.93,4.54,6,0
1006050,34,3.2,3.18,5.43,11,0
7448,33,3.2,3.23,7.67,1,0
1005136,37,3.2,3.38,4.45,6,0
4773,32,3.2,3.91,8.48,1,0
1009465,35,3.2,3.92,6.01,4,0
1011708,34,3.2,3.95,4.98,10,0
105,33,3.2,4.04,4.79,2,0
1012181,37,3.2,4.41,4.45,8,0
964,33,3.2,4.5,7.02,0,0
8700,32,3.2,4.54,6.95,0,0
1004001,35,3.2,2.83,8.12,6,0
1000122,27,3.2,3.01,4.72,6,0
1005374,32,3.2,3.14,6.76,2,0
1007338,33,3.2,3.25,4.13,2,0
1003660,33,3.2,3.6,4.56,4,0
499,35,3.2,3.65,4.5,8,0
453,33,3.2,3.72,6.04,0,0
1010719,34,3.2,3.78,4.68,13,1
1001566,39,3.2,3.81,5.44,4,0
1008714,34,3.2,3.92,4.01,6,0
3200,31,3.2,3.95,8.22,0,0
1014170,35,3.2,4.21,5.36,5,0
1667,29,3.2,4.57,6.9,4,0
815,30,3.2,4.6,7.82,1,0
788,32,3.2,3.18,5.51,2,0
1002255,34,3.2,3.3,5.46,15,0
883,33,3.2,3.48,7.58,2,0
8137,32,3.2,3.56,7.21,2,0
1012734,32,3.2,3.86,5.73,12,0
1001702,28,3.2,4.04,6.17,5,0
1005088,33,3.2,4.14,6.67,3,0
743,29,3.2,4.84,6.37,2,0
1163,36,3.2,5.2,6.17,4,0
1013507,32,3.2,2.71,3.43,1,0
3,32,3.2,2.76,6.16,3,0
1012104,32,3.2,3.0,5.55,1,0
1011348,30,3.2,3.34,9.81,1,0
11682,32,3.2,3.64,9.53,2,0
9434,34,3.2,3.74,6.73,1,0
1006295,32,3.2,3.77,5.13,2,0
840,31,3.2,4.17,5.86,3,0
1013911,34,3.2,3.1,3.83,6,0
1002996,39,3.2,3.17,5.85,6,0
6176,28,3.2,3.45,7.36,0,0
1002623,29,3.2,3.63,6.1,2,0
8011,33,3.2,3.93,5.79,2,0
1010719,47,3.2,4.06,6.09,3,3
4235,30,3.2,4.33,7.74,0,0
15764,32,3.2,4.45,7.37,1,0
12703,34,3.2,4.48,10.69,1,0
287,33,3.2,4.49,7.65,1,0
1285,31,3.2,4.52,5.79,2,0
8700,33,3.2,4.84,7.3,1,0
1012104,33,3.2,2.84,5.38,3,0
397,33,3.2,4.13,4.64,6,0
1010087,31,3.2,4.37,7.0,2,0
1841,32,3.2,4.47,7.78,1,0
3840,34,3.2,4.47,4.89,2,0
3830,33,3.2,4.67,6.47,2,0
1001098,33,3.2,5.43,6.29,7,0
1007492,24,3.2,3.16,4.21,5,0
1004001,30,3.2,3.46,9.08,2,0
1003948,31,3.2,3.63,5.71,7,0
1013197,32,3.2,3.7,4.01,7,0
895,32,3.2,3.82,5.26,0,0
1007988,40,3.2,3.83,4.16,5,0
1003660,23,3.2,4.27,4.62,8,0
15440,32,3.2,4.56,11.56,0,0
161,32,3.2,4.82,6.16,6,0
